index,mage_cat,mar_p,dmar,meduc,feduc,cig_cat,dbwt
3312,36-40,Y,2.0,2,6,41+,3540.0
3313,36-40,Y,2.0,2,6,5-10,3042.75
3314,36-40,Y,2.0,2,6,<5,3257.5
3315,36-40,Y,2.0,2,6,none,3161.0208333333335
3316,36-40,Y,2.0,2,7,5-10,2778.0
3317,36-40,Y,2.0,2,7,none,3187.5
3318,36-40,Y,2.0,2,8,none,3471.75
3319,36-40,Y,2.0,2,9,11-20,2893.1304347826085
3320,36-40,Y,2.0,2,9,21-40,2321.25
3321,36-40,Y,2.0,2,9,41+,3161.1666666666665
3322,36-40,Y,2.0,2,9,5-10,2885.4761904761904
3323,36-40,Y,2.0,2,9,<5,2812.4545454545455
3324,36-40,Y,2.0,2,9,none,3165.350194552529
3325,36-40,Y,2.0,3,1,11-20,2870.0
3326,36-40,Y,2.0,3,1,21-40,2864.0
3327,36-40,Y,2.0,3,1,41+,910.0
3328,36-40,Y,2.0,3,1,5-10,3061.1111111111113
3329,36-40,Y,2.0,3,1,<5,4285.0
3330,36-40,Y,2.0,3,1,none,3235.6705202312137
3331,36-40,Y,2.0,3,2,11-20,2844.3695652173915
3332,36-40,Y,2.0,3,2,21-40,2946.8947368421054
3333,36-40,Y,2.0,3,2,41+,3174.470588235294
3334,36-40,Y,2.0,3,2,5-10,2960.259493670886
3335,36-40,Y,2.0,3,2,<5,3148.9375
3336,36-40,Y,2.0,3,2,none,3148.880908532842
3337,36-40,Y,2.0,3,3,11-20,2993.9319852941176
3338,36-40,Y,2.0,3,3,21-40,3087.0
3339,36-40,Y,2.0,3,3,41+,2877.2337662337663
3340,36-40,Y,2.0,3,3,5-10,2978.510853835022
3341,36-40,Y,2.0,3,3,<5,3008.258706467662
3342,36-40,Y,2.0,3,3,none,3156.8689630254125
3343,36-40,Y,2.0,3,4,11-20,3019.328125
3344,36-40,Y,2.0,3,4,21-40,2942.3076923076924
3345,36-40,Y,2.0,3,4,41+,2775.866666666667
3346,36-40,Y,2.0,3,4,5-10,3101.014492753623
3347,36-40,Y,2.0,3,4,<5,3043.7441860465115
3348,36-40,Y,2.0,3,4,none,3211.90990990991
3349,36-40,Y,2.0,3,5,11-20,2931.021739130435
3350,36-40,Y,2.0,3,5,21-40,2737.5
3351,36-40,Y,2.0,3,5,41+,2565.5
3352,36-40,Y,2.0,3,5,5-10,2994.875
3353,36-40,Y,2.0,3,5,<5,3170.0
3354,36-40,Y,2.0,3,5,none,3209.8883792048928
3355,36-40,Y,2.0,3,6,11-20,3270.5
3356,36-40,Y,2.0,3,6,21-40,3490.0
3357,36-40,Y,2.0,3,6,41+,3283.25
3358,36-40,Y,2.0,3,6,5-10,3275.3333333333335
3359,36-40,Y,2.0,3,6,<5,3212.8
3360,36-40,Y,2.0,3,6,none,3203.9604261796044
3361,36-40,Y,2.0,3,7,11-20,3120.5
3362,36-40,Y,2.0,3,7,21-40,3170.0
3363,36-40,Y,2.0,3,7,41+,3470.0
3364,36-40,Y,2.0,3,7,5-10,3143.0
3365,36-40,Y,2.0,3,7,<5,3847.5
3366,36-40,Y,2.0,3,7,none,3216.719008264463
3367,36-40,Y,2.0,3,8,none,3223.7368421052633
3368,36-40,Y,2.0,3,9,11-20,2964.8070175438597
3369,36-40,Y,2.0,3,9,21-40,2951.3571428571427
3370,36-40,Y,2.0,3,9,41+,2980.625
3371,36-40,Y,2.0,3,9,5-10,2877.1486486486488
3372,36-40,Y,2.0,3,9,<5,3162.6315789473683
3373,36-40,Y,2.0,3,9,none,3117.2101910828023
3374,36-40,Y,2.0,4,1,11-20,2960.909090909091
3375,36-40,Y,2.0,4,1,21-40,3199.0
3376,36-40,Y,2.0,4,1,41+,2258.3333333333335
3377,36-40,Y,2.0,4,1,5-10,2896.9
3378,36-40,Y,2.0,4,1,<5,3003.4285714285716
3379,36-40,Y,2.0,4,1,none,3285.1019417475727
3380,36-40,Y,2.0,4,2,11-20,3023.5851063829787
3381,36-40,Y,2.0,4,2,21-40,2787.25
3382,36-40,Y,2.0,4,2,41+,2746.25
3383,36-40,Y,2.0,4,2,5-10,3124.222222222222
3384,36-40,Y,2.0,4,2,<5,3053.1785714285716
3385,36-40,Y,2.0,4,2,none,3184.9056203605514
3386,36-40,Y,2.0,4,3,11-20,2942.848664688427
3387,36-40,Y,2.0,4,3,21-40,3008.089285714286
3388,36-40,Y,2.0,4,3,41+,3003.5641025641025
3389,36-40,Y,2.0,4,3,5-10,3043.1233243967827
3390,36-40,Y,2.0,4,3,<5,2993.3083333333334
3391,36-40,Y,2.0,4,3,none,3143.465697951405
3392,36-40,Y,2.0,4,4,11-20,3032.009259259259
3393,36-40,Y,2.0,4,4,21-40,3164.875
3394,36-40,Y,2.0,4,4,41+,3064.5
3395,36-40,Y,2.0,4,4,5-10,3081.157894736842
3396,36-40,Y,2.0,4,4,<5,3017.0560747663553
3397,36-40,Y,2.0,4,4,none,3182.5964571705895
3398,36-40,Y,2.0,4,5,11-20,3104.2708333333335
3399,36-40,Y,2.0,4,5,21-40,2983.4285714285716
3400,36-40,Y,2.0,4,5,41+,3406.25
3401,36-40,Y,2.0,4,5,5-10,3089.259259259259
3402,36-40,Y,2.0,4,5,<5,3146.6470588235293
3403,36-40,Y,2.0,4,5,none,3203.4368070953437
3404,36-40,Y,2.0,4,6,11-20,3151.4666666666667
3405,36-40,Y,2.0,4,6,21-40,4000.0
3406,36-40,Y,2.0,4,6,41+,2861.0
3407,36-40,Y,2.0,4,6,5-10,3142.2368421052633
3408,36-40,Y,2.0,4,6,<5,3164.2380952380954
3409,36-40,Y,2.0,4,6,none,3257.1285971223024
3410,36-40,Y,2.0,4,7,11-20,3132.6666666666665
3411,36-40,Y,2.0,4,7,41+,4451.0
3412,36-40,Y,2.0,4,7,5-10,3309.75
3413,36-40,Y,2.0,4,7,<5,3070.5
3414,36-40,Y,2.0,4,7,none,3209.4908256880735
3415,36-40,Y,2.0,4,8,11-20,3310.0
3416,36-40,Y,2.0,4,8,41+,3730.0
3417,36-40,Y,2.0,4,8,5-10,3605.0
3418,36-40,Y,2.0,4,8,none,3249.0
3419,36-40,Y,2.0,4,9,11-20,2938.901960784314
3420,36-40,Y,2.0,4,9,21-40,2910.5714285714284
3421,36-40,Y,2.0,4,9,41+,3269.7272727272725
3422,36-40,Y,2.0,4,9,5-10,3037.217391304348
3423,36-40,Y,2.0,4,9,<5,2943.8888888888887
3424,36-40,Y,2.0,4,9,none,3199.030303030303
3425,36-40,Y,2.0,5,1,11-20,3305.0
3426,36-40,Y,2.0,5,1,41+,2843.5
3427,36-40,Y,2.0,5,1,5-10,3215.0
3428,36-40,Y,2.0,5,1,<5,3550.0
3429,36-40,Y,2.0,5,1,none,3189.622641509434
3430,36-40,Y,2.0,5,2,11-20,2875.521739130435
3431,36-40,Y,2.0,5,2,21-40,2485.0
3432,36-40,Y,2.0,5,2,41+,2030.0
3433,36-40,Y,2.0,5,2,5-10,3171.5454545454545
3434,36-40,Y,2.0,5,2,<5,3117.8
3435,36-40,Y,2.0,5,2,none,3178.3341902313623
3436,36-40,Y,2.0,5,3,11-20,3000.241666666667
3437,36-40,Y,2.0,5,3,21-40,2417.05
3438,36-40,Y,2.0,5,3,41+,2772.714285714286
3439,36-40,Y,2.0,5,3,5-10,3081.585635359116
3440,36-40,Y,2.0,5,3,<5,3161.314814814815
3441,36-40,Y,2.0,5,3,none,3165.194036300778
3442,36-40,Y,2.0,5,4,11-20,3066.630769230769
3443,36-40,Y,2.0,5,4,21-40,3019.1111111111113
3444,36-40,Y,2.0,5,4,41+,3145.3
3445,36-40,Y,2.0,5,4,5-10,3209.6237623762377
3446,36-40,Y,2.0,5,4,<5,2892.35
3447,36-40,Y,2.0,5,4,none,3197.3496815286626
3448,36-40,Y,2.0,5,5,11-20,3084.4736842105262
3449,36-40,Y,2.0,5,5,21-40,3355.0
3450,36-40,Y,2.0,5,5,41+,3158.125
3451,36-40,Y,2.0,5,5,5-10,2994.0392156862745
3452,36-40,Y,2.0,5,5,<5,3157.8888888888887
3453,36-40,Y,2.0,5,5,none,3215.5478260869563
3454,36-40,Y,2.0,5,6,11-20,3156.153846153846
3455,36-40,Y,2.0,5,6,41+,3459.0
3456,36-40,Y,2.0,5,6,5-10,3136.0
3457,36-40,Y,2.0,5,6,<5,3111.1
3458,36-40,Y,2.0,5,6,none,3209.313193588163
3459,36-40,Y,2.0,5,7,11-20,3640.0
3460,36-40,Y,2.0,5,7,41+,3350.0
3461,36-40,Y,2.0,5,7,5-10,3236.0
3462,36-40,Y,2.0,5,7,none,3291.9479768786127
3463,36-40,Y,2.0,5,8,11-20,3838.0
3464,36-40,Y,2.0,5,8,5-10,3168.3333333333335
3465,36-40,Y,2.0,5,8,none,3346.5416666666665
3466,36-40,Y,2.0,5,9,11-20,2642.5
3467,36-40,Y,2.0,5,9,21-40,3007.5
3468,36-40,Y,2.0,5,9,41+,3322.0
3469,36-40,Y,2.0,5,9,5-10,3158.3714285714286
3470,36-40,Y,2.0,5,9,<5,2895.3636363636365
3471,36-40,Y,2.0,5,9,none,3179.8207282913163
3472,36-40,Y,2.0,6,1,11-20,3818.5
3473,36-40,Y,2.0,6,1,21-40,3454.0
3474,36-40,Y,2.0,6,1,5-10,3359.0
3475,36-40,Y,2.0,6,1,none,3209.343434343434
3476,36-40,Y,2.0,6,2,11-20,3268.25
3477,36-40,Y,2.0,6,2,41+,3294.0
3478,36-40,Y,2.0,6,2,5-10,3175.3571428571427
3479,36-40,Y,2.0,6,2,<5,3444.0
3480,36-40,Y,2.0,6,2,none,3220.477707006369
3481,36-40,Y,2.0,6,3,11-20,3006.5402298850577
3482,36-40,Y,2.0,6,3,21-40,2940.6666666666665
3483,36-40,Y,2.0,6,3,41+,2667.714285714286
3484,36-40,Y,2.0,6,3,5-10,3152.5
3485,36-40,Y,2.0,6,3,<5,3216.657894736842
3486,36-40,Y,2.0,6,3,none,3223.0044296788483
3487,36-40,Y,2.0,6,4,11-20,3148.4848484848485
3488,36-40,Y,2.0,6,4,21-40,2642.6666666666665
3489,36-40,Y,2.0,6,4,41+,3118.285714285714
3490,36-40,Y,2.0,6,4,5-10,3141.9285714285716
3491,36-40,Y,2.0,6,4,<5,2992.0
3492,36-40,Y,2.0,6,4,none,3238.8114923522116
3493,36-40,Y,2.0,6,5,11-20,3093.0555555555557
3494,36-40,Y,2.0,6,5,21-40,3360.0
3495,36-40,Y,2.0,6,5,41+,3252.0
3496,36-40,Y,2.0,6,5,5-10,3118.7272727272725
3497,36-40,Y,2.0,6,5,<5,2999.8
3498,36-40,Y,2.0,6,5,none,3230.3477891156463
3499,36-40,Y,2.0,6,6,11-20,3270.75
3500,36-40,Y,2.0,6,6,21-40,3309.6666666666665
3501,36-40,Y,2.0,6,6,41+,3113.0
3502,36-40,Y,2.0,6,6,5-10,3239.114285714286
3503,36-40,Y,2.0,6,6,<5,3150.1428571428573
3504,36-40,Y,2.0,6,6,none,3257.3615499254843
3505,36-40,Y,2.0,6,7,11-20,2661.75
3506,36-40,Y,2.0,6,7,5-10,2841.6
3507,36-40,Y,2.0,6,7,<5,3271.3333333333335
3508,36-40,Y,2.0,6,7,none,3252.590203106332
3509,36-40,Y,2.0,6,8,11-20,3771.0
3510,36-40,Y,2.0,6,8,41+,3106.0
3511,36-40,Y,2.0,6,8,5-10,3390.0
3512,36-40,Y,2.0,6,8,none,3283.9227642276423
3513,36-40,Y,2.0,6,9,11-20,3450.714285714286
3514,36-40,Y,2.0,6,9,21-40,3039.0
3515,36-40,Y,2.0,6,9,41+,3499.6666666666665
3516,36-40,Y,2.0,6,9,5-10,2898.7368421052633
3517,36-40,Y,2.0,6,9,<5,3250.1428571428573
3518,36-40,Y,2.0,6,9,none,3219.1048109965636
3519,36-40,Y,2.0,7,1,5-10,1800.0
3520,36-40,Y,2.0,7,1,<5,3390.0
3521,36-40,Y,2.0,7,1,none,3187.733333333333
3522,36-40,Y,2.0,7,2,11-20,3288.0
3523,36-40,Y,2.0,7,2,5-10,3233.6666666666665
3524,36-40,Y,2.0,7,2,<5,2452.5
3525,36-40,Y,2.0,7,2,none,3147.703703703704
3526,36-40,Y,2.0,7,3,11-20,3155.0
3527,36-40,Y,2.0,7,3,21-40,3451.3333333333335
3528,36-40,Y,2.0,7,3,41+,3569.0
3529,36-40,Y,2.0,7,3,5-10,3190.9473684210525
3530,36-40,Y,2.0,7,3,<5,2805.5
3531,36-40,Y,2.0,7,3,none,3173.2995991983967
3532,36-40,Y,2.0,7,4,11-20,3102.0
3533,36-40,Y,2.0,7,4,21-40,2245.0
3534,36-40,Y,2.0,7,4,41+,3062.714285714286
3535,36-40,Y,2.0,7,4,5-10,3319.4117647058824
3536,36-40,Y,2.0,7,4,<5,3286.1428571428573
3537,36-40,Y,2.0,7,4,none,3223.9473684210525
3538,36-40,Y,2.0,7,5,11-20,3203.5
3539,36-40,Y,2.0,7,5,21-40,2913.5
3540,36-40,Y,2.0,7,5,41+,2790.0
3541,36-40,Y,2.0,7,5,5-10,3201.75
3542,36-40,Y,2.0,7,5,<5,2574.5
3543,36-40,Y,2.0,7,5,none,3256.770712909441
3544,36-40,Y,2.0,7,6,11-20,3472.0
3545,36-40,Y,2.0,7,6,41+,3200.0
3546,36-40,Y,2.0,7,6,5-10,2759.5
3547,36-40,Y,2.0,7,6,<5,3176.6
3548,36-40,Y,2.0,7,6,none,3225.4364713627388
3549,36-40,Y,2.0,7,7,11-20,4050.0
3550,36-40,Y,2.0,7,7,41+,3439.3333333333335
3551,36-40,Y,2.0,7,7,5-10,3695.0
3552,36-40,Y,2.0,7,7,none,3245.4653579676674
3553,36-40,Y,2.0,7,8,5-10,2975.0
3554,36-40,Y,2.0,7,8,none,3187.4820717131474
3555,36-40,Y,2.0,7,9,11-20,3030.0
3556,36-40,Y,2.0,7,9,5-10,3130.0
3557,36-40,Y,2.0,7,9,none,3224.3304721030045
3558,36-40,Y,2.0,8,1,none,2266.6666666666665
3559,36-40,Y,2.0,8,2,21-40,3714.0
3560,36-40,Y,2.0,8,2,none,3059.4545454545455
3561,36-40,Y,2.0,8,3,11-20,4180.0
3562,36-40,Y,2.0,8,3,41+,3628.0
3563,36-40,Y,2.0,8,3,5-10,3125.0
3564,36-40,Y,2.0,8,3,<5,3260.0
3565,36-40,Y,2.0,8,3,none,3224.9615384615386
3566,36-40,Y,2.0,8,4,11-20,3450.0
3567,36-40,Y,2.0,8,4,41+,2977.0
3568,36-40,Y,2.0,8,4,<5,2665.0
3569,36-40,Y,2.0,8,4,none,3185.5625
3570,36-40,Y,2.0,8,5,11-20,3895.0
3571,36-40,Y,2.0,8,5,5-10,2608.0
3572,36-40,Y,2.0,8,5,<5,3088.0
3573,36-40,Y,2.0,8,5,none,3219.362068965517
3574,36-40,Y,2.0,8,6,11-20,3212.5
3575,36-40,Y,2.0,8,6,41+,3175.0
3576,36-40,Y,2.0,8,6,5-10,3090.0
3577,36-40,Y,2.0,8,6,none,3208.4786967418545
3578,36-40,Y,2.0,8,7,11-20,2790.0
3579,36-40,Y,2.0,8,7,41+,3385.5
3580,36-40,Y,2.0,8,7,5-10,2750.0
3581,36-40,Y,2.0,8,7,none,3245.439814814815
3582,36-40,Y,2.0,8,8,41+,2266.0
3583,36-40,Y,2.0,8,8,5-10,3201.0
3584,36-40,Y,2.0,8,8,none,3270.1428571428573
3585,36-40,Y,2.0,8,9,5-10,3080.0
3586,36-40,Y,2.0,8,9,none,3172.0188679245284
3587,36-40,Y,2.0,9,1,41+,3260.0
3588,36-40,Y,2.0,9,1,none,3131.0
3589,36-40,Y,2.0,9,2,21-40,3010.0
3590,36-40,Y,2.0,9,2,41+,2717.0
3591,36-40,Y,2.0,9,2,<5,2675.0
3592,36-40,Y,2.0,9,2,none,3182.6666666666665
3593,36-40,Y,2.0,9,3,11-20,3117.0
3594,36-40,Y,2.0,9,3,41+,2865.3333333333335
3595,36-40,Y,2.0,9,3,5-10,3107.0
3596,36-40,Y,2.0,9,3,<5,2410.0
3597,36-40,Y,2.0,9,3,none,3001.3389830508477
3598,36-40,Y,2.0,9,4,11-20,3317.0
3599,36-40,Y,2.0,9,4,41+,2895.0
3600,36-40,Y,2.0,9,4,5-10,2533.5
3601,36-40,Y,2.0,9,4,<5,2523.0
3602,36-40,Y,2.0,9,4,none,3010.5333333333333
3603,36-40,Y,2.0,9,5,none,2765.5
3604,36-40,Y,2.0,9,6,none,3410.9285714285716
3605,36-40,Y,2.0,9,7,none,3377.3
3606,36-40,Y,2.0,9,8,none,2848.6
3607,36-40,Y,2.0,9,9,11-20,2760.8
3608,36-40,Y,2.0,9,9,21-40,2948.0
3609,36-40,Y,2.0,9,9,41+,3026.95
3610,36-40,Y,2.0,9,9,5-10,2593.0
3611,36-40,Y,2.0,9,9,<5,2375.6
3612,36-40,Y,2.0,9,9,none,3136.6907449209934
3613,41-45,N,2.0,1,3,none,2200.0
3614,41-45,N,2.0,1,9,11-20,2442.0
3615,41-45,N,2.0,1,9,41+,3054.25
3616,41-45,N,2.0,1,9,5-10,2627.818181818182
3617,41-45,N,2.0,1,9,<5,3124.75
3618,41-45,N,2.0,1,9,none,3105.997442455243
3619,41-45,N,2.0,2,1,none,2963.0
3620,41-45,N,2.0,2,2,11-20,2370.0
3621,41-45,N,2.0,2,2,21-40,2440.0
3622,41-45,N,2.0,2,2,none,3800.0
3623,41-45,N,2.0,2,3,5-10,2407.0
3624,41-45,N,2.0,2,3,none,3036.6666666666665
3625,41-45,N,2.0,2,4,none,830.0
3626,41-45,N,2.0,2,6,5-10,3300.0
3627,41-45,N,2.0,2,9,11-20,2850.2916666666665
3628,41-45,N,2.0,2,9,21-40,3154.4285714285716
3629,41-45,N,2.0,2,9,41+,2658.285714285714
3630,41-45,N,2.0,2,9,5-10,2846.310344827586
3631,41-45,N,2.0,2,9,<5,2682.217391304348
3632,41-45,N,2.0,2,9,none,2985.344671201814
3633,41-45,N,2.0,3,1,none,2687.25
3634,41-45,N,2.0,3,2,none,3422.5
3635,41-45,N,2.0,3,3,11-20,3260.0
3636,41-45,N,2.0,3,3,5-10,3110.0
3637,41-45,N,2.0,3,3,<5,3024.0
3638,41-45,N,2.0,3,3,none,2703.777777777778
3639,41-45,N,2.0,3,4,none,3265.0
3640,41-45,N,2.0,3,6,41+,3750.0
3641,41-45,N,2.0,3,6,none,3195.0
3642,41-45,N,2.0,3,9,11-20,2894.390243902439
3643,41-45,N,2.0,3,9,21-40,2925.0
3644,41-45,N,2.0,3,9,41+,3071.823529411765
3645,41-45,N,2.0,3,9,5-10,2676.9126213592235
3646,41-45,N,2.0,3,9,<5,2919.5833333333335
3647,41-45,N,2.0,3,9,none,3015.4542910447763
3648,41-45,N,2.0,4,2,none,3201.3333333333335
3649,41-45,N,2.0,4,3,11-20,2623.0
3650,41-45,N,2.0,4,3,5-10,2945.0
3651,41-45,N,2.0,4,3,<5,1673.0
3652,41-45,N,2.0,4,3,none,3087.5
3653,41-45,N,2.0,4,4,11-20,3816.0
3654,41-45,N,2.0,4,4,5-10,2466.0
3655,41-45,N,2.0,4,4,none,2736.9285714285716
3656,41-45,N,2.0,4,6,none,3985.0
3657,41-45,N,2.0,4,9,11-20,2922.8125
3658,41-45,N,2.0,4,9,21-40,2658.2
3659,41-45,N,2.0,4,9,41+,3091.375
3660,41-45,N,2.0,4,9,5-10,2896.7956989247314
3661,41-45,N,2.0,4,9,<5,2905.0
3662,41-45,N,2.0,4,9,none,3041.1397435897434
3663,41-45,N,2.0,5,3,11-20,3080.0
3664,41-45,N,2.0,5,3,5-10,2570.0
3665,41-45,N,2.0,5,3,none,3057.8571428571427
3666,41-45,N,2.0,5,4,41+,3714.0
3667,41-45,N,2.0,5,4,none,3328.4285714285716
3668,41-45,N,2.0,5,6,none,2721.0
3669,41-45,N,2.0,5,8,none,2650.0
3670,41-45,N,2.0,5,9,11-20,2991.625
3671,41-45,N,2.0,5,9,41+,3264.0
3672,41-45,N,2.0,5,9,5-10,2854.8
3673,41-45,N,2.0,5,9,<5,2966.8571428571427
3674,41-45,N,2.0,5,9,none,3092.218232044199
3675,41-45,N,2.0,6,1,none,1956.0
3676,41-45,N,2.0,6,3,none,2812.0
3677,41-45,N,2.0,6,4,none,3124.6
3678,41-45,N,2.0,6,5,none,3372.5
3679,41-45,N,2.0,6,6,none,2366.25
3680,41-45,N,2.0,6,7,none,2260.0
3681,41-45,N,2.0,6,8,none,2780.0
3682,41-45,N,2.0,6,9,11-20,2958.153846153846
3683,41-45,N,2.0,6,9,21-40,2734.75
3684,41-45,N,2.0,6,9,41+,2969.3333333333335
3685,41-45,N,2.0,6,9,5-10,2574.1666666666665
3686,41-45,N,2.0,6,9,<5,2863.5
3687,41-45,N,2.0,6,9,none,3059.547680412371
3688,41-45,N,2.0,7,2,<5,3150.0
3689,41-45,N,2.0,7,2,none,4139.0
3690,41-45,N,2.0,7,3,none,2600.0
3691,41-45,N,2.0,7,4,none,2887.5
3692,41-45,N,2.0,7,5,none,2335.0
3693,41-45,N,2.0,7,6,none,2376.6666666666665
3694,41-45,N,2.0,7,7,none,3103.6
3695,41-45,N,2.0,7,9,11-20,3234.75
3696,41-45,N,2.0,7,9,21-40,3682.0
3697,41-45,N,2.0,7,9,41+,3542.5
3698,41-45,N,2.0,7,9,5-10,3279.0
3699,41-45,N,2.0,7,9,<5,3455.25
3700,41-45,N,2.0,7,9,none,3070.2936378466557
3701,41-45,N,2.0,8,6,none,3775.0
3702,41-45,N,2.0,8,7,none,2730.0
3703,41-45,N,2.0,8,9,11-20,3487.0
3704,41-45,N,2.0,8,9,41+,3778.0
3705,41-45,N,2.0,8,9,<5,2370.0
3706,41-45,N,2.0,8,9,none,3253.161572052402
3707,41-45,N,2.0,9,6,none,3311.0
3708,41-45,N,2.0,9,9,11-20,2550.714285714286
3709,41-45,N,2.0,9,9,41+,2662.6296296296296
3710,41-45,N,2.0,9,9,5-10,2615.3333333333335
3711,41-45,N,2.0,9,9,<5,2497.5
3712,41-45,N,2.0,9,9,none,3016.1401869158876
3713,41-45,X,1.0,1,1,11-20,3260.0
3714,41-45,X,1.0,1,1,41+,2401.1666666666665
3715,41-45,X,1.0,1,1,5-10,2827.5
3716,41-45,X,1.0,1,1,<5,1858.0
3717,41-45,X,1.0,1,1,none,3301.4751049790043
3718,41-45,X,1.0,1,2,41+,2041.0
3719,41-45,X,1.0,1,2,5-10,2102.5
3720,41-45,X,1.0,1,2,none,3239.2028169014084
3721,41-45,X,1.0,1,3,11-20,2412.5
3722,41-45,X,1.0,1,3,41+,3235.0
3723,41-45,X,1.0,1,3,5-10,3280.5
3724,41-45,X,1.0,1,3,<5,3152.0
3725,41-45,X,1.0,1,3,none,3254.223938223938
3726,41-45,X,1.0,1,4,11-20,2977.0
3727,41-45,X,1.0,1,4,41+,3349.0
3728,41-45,X,1.0,1,4,none,3324.8289473684213
3729,41-45,X,1.0,1,5,11-20,3305.0
3730,41-45,X,1.0,1,5,5-10,2635.0
3731,41-45,X,1.0,1,5,none,3243.75
3732,41-45,X,1.0,1,6,none,3202.3488372093025
3733,41-45,X,1.0,1,7,none,3237.875
3734,41-45,X,1.0,1,8,none,2797.5
3735,41-45,X,1.0,1,9,none,3215.0117647058823
3736,41-45,X,1.0,2,1,11-20,2102.5
3737,41-45,X,1.0,2,1,41+,2820.0
3738,41-45,X,1.0,2,1,5-10,2655.0
3739,41-45,X,1.0,2,1,none,3256.991176470588
3740,41-45,X,1.0,2,2,11-20,2837.1666666666665
3741,41-45,X,1.0,2,2,21-40,2861.0
3742,41-45,X,1.0,2,2,41+,4005.0
3743,41-45,X,1.0,2,2,5-10,3094.8333333333335
3744,41-45,X,1.0,2,2,<5,3160.3333333333335
3745,41-45,X,1.0,2,2,none,3175.83595505618
3746,41-45,X,1.0,2,3,11-20,2744.684210526316
3747,41-45,X,1.0,2,3,41+,2888.5714285714284
3748,41-45,X,1.0,2,3,5-10,3125.25
3749,41-45,X,1.0,2,3,<5,2862.75
3750,41-45,X,1.0,2,3,none,3167.4732824427483
3751,41-45,X,1.0,2,4,11-20,2211.0
3752,41-45,X,1.0,2,4,41+,3941.0
3753,41-45,X,1.0,2,4,5-10,2460.0
3754,41-45,X,1.0,2,4,<5,3705.0
3755,41-45,X,1.0,2,4,none,3223.029197080292
3756,41-45,X,1.0,2,5,11-20,2610.0
3757,41-45,X,1.0,2,5,41+,3941.0
3758,41-45,X,1.0,2,5,5-10,3402.0
3759,41-45,X,1.0,2,5,<5,2170.0
3760,41-45,X,1.0,2,5,none,3136.7796610169494
3761,41-45,X,1.0,2,6,none,3260.012658227848
3762,41-45,X,1.0,2,7,none,3101.05
3763,41-45,X,1.0,2,8,none,3421.75
3764,41-45,X,1.0,2,9,11-20,2660.5714285714284
3765,41-45,X,1.0,2,9,41+,2935.0
3766,41-45,X,1.0,2,9,5-10,2975.5555555555557
3767,41-45,X,1.0,2,9,<5,2663.75
3768,41-45,X,1.0,2,9,none,3160.633333333333
3769,41-45,X,1.0,3,1,11-20,3039.4
3770,41-45,X,1.0,3,1,5-10,3133.6666666666665
3771,41-45,X,1.0,3,1,none,3207.5194346289754
3772,41-45,X,1.0,3,2,11-20,2666.0714285714284
3773,41-45,X,1.0,3,2,21-40,2469.6666666666665
3774,41-45,X,1.0,3,2,5-10,3120.529411764706
3775,41-45,X,1.0,3,2,<5,2681.5
3776,41-45,X,1.0,3,2,none,3159.789247311828
3777,41-45,X,1.0,3,3,11-20,3010.7966101694915
3778,41-45,X,1.0,3,3,21-40,3132.4285714285716
3779,41-45,X,1.0,3,3,41+,3453.4285714285716
3780,41-45,X,1.0,3,3,5-10,3003.041095890411
3781,41-45,X,1.0,3,3,<5,3145.875
3782,41-45,X,1.0,3,3,none,3179.8612582781457
3783,41-45,X,1.0,3,4,11-20,2992.909090909091
3784,41-45,X,1.0,3,4,21-40,3385.0
3785,41-45,X,1.0,3,4,41+,2475.0
3786,41-45,X,1.0,3,4,5-10,2931.7391304347825
3787,41-45,X,1.0,3,4,<5,2639.0
3788,41-45,X,1.0,3,4,none,3204.5543175487464
3789,41-45,X,1.0,3,5,11-20,2385.0
3790,41-45,X,1.0,3,5,21-40,2114.5
3791,41-45,X,1.0,3,5,5-10,3029.0833333333335
3792,41-45,X,1.0,3,5,<5,1814.0
3793,41-45,X,1.0,3,5,none,3210.047021943574
3794,41-45,X,1.0,3,6,11-20,3097.5
3795,41-45,X,1.0,3,6,21-40,2950.0
3796,41-45,X,1.0,3,6,41+,3290.0
3797,41-45,X,1.0,3,6,5-10,3237.0
3798,41-45,X,1.0,3,6,<5,3674.6666666666665
3799,41-45,X,1.0,3,6,none,3186.199600798403
3800,41-45,X,1.0,3,7,41+,3750.0
3801,41-45,X,1.0,3,7,5-10,3147.0
3802,41-45,X,1.0,3,7,none,3127.8817204301076
3803,41-45,X,1.0,3,8,none,3166.8478260869565
3804,41-45,X,1.0,3,9,11-20,2583.3
3805,41-45,X,1.0,3,9,21-40,2696.0
3806,41-45,X,1.0,3,9,41+,2954.0
3807,41-45,X,1.0,3,9,5-10,2839.4545454545455
3808,41-45,X,1.0,3,9,<5,2813.3333333333335
3809,41-45,X,1.0,3,9,none,3183.898395721925
3810,41-45,X,1.0,4,1,5-10,2665.0
3811,41-45,X,1.0,4,1,none,3101.125
3812,41-45,X,1.0,4,2,11-20,3040.076923076923
3813,41-45,X,1.0,4,2,21-40,3572.0
3814,41-45,X,1.0,4,2,41+,2740.0
3815,41-45,X,1.0,4,2,5-10,3102.6363636363635
3816,41-45,X,1.0,4,2,<5,3130.25
3817,41-45,X,1.0,4,2,none,3217.792531120332
3818,41-45,X,1.0,4,3,11-20,3106.0
3819,41-45,X,1.0,4,3,21-40,3143.25
