index,mage_cat,mar_p,dmar,meduc,feduc,cig_cat,dbwt
532,20-25,Y,2.0,2,3,41+,3129.875
533,20-25,Y,2.0,2,3,5-10,3133.021823472357
534,20-25,Y,2.0,2,3,<5,3102.961832061069
535,20-25,Y,2.0,2,3,none,3157.9158627849633
536,20-25,Y,2.0,2,4,11-20,3092.487068965517
537,20-25,Y,2.0,2,4,21-40,3090.125
538,20-25,Y,2.0,2,4,41+,3113.285714285714
539,20-25,Y,2.0,2,4,5-10,3097.176300578035
540,20-25,Y,2.0,2,4,<5,3176.8540145985403
541,20-25,Y,2.0,2,4,none,3163.4972320080524
542,20-25,Y,2.0,2,5,11-20,3176.8333333333335
543,20-25,Y,2.0,2,5,21-40,3270.285714285714
544,20-25,Y,2.0,2,5,41+,2980.875
545,20-25,Y,2.0,2,5,5-10,3189.6666666666665
546,20-25,Y,2.0,2,5,<5,3264.04
547,20-25,Y,2.0,2,5,none,3206.2686131386863
548,20-25,Y,2.0,2,6,11-20,2950.0714285714284
549,20-25,Y,2.0,2,6,21-40,3490.0
550,20-25,Y,2.0,2,6,41+,2810.0
551,20-25,Y,2.0,2,6,5-10,3514.1
552,20-25,Y,2.0,2,6,<5,3380.0
553,20-25,Y,2.0,2,6,none,3178.9439252336447
554,20-25,Y,2.0,2,7,11-20,3099.3333333333335
555,20-25,Y,2.0,2,7,5-10,2548.5
556,20-25,Y,2.0,2,7,none,3156.4411764705883
557,20-25,Y,2.0,2,8,none,3304.625
558,20-25,Y,2.0,2,9,11-20,3062.93984962406
559,20-25,Y,2.0,2,9,21-40,3083.71875
560,20-25,Y,2.0,2,9,41+,3148.2978723404253
561,20-25,Y,2.0,2,9,5-10,3113.4489795918366
562,20-25,Y,2.0,2,9,<5,3045.9701492537315
563,20-25,Y,2.0,2,9,none,3148.5929247633285
564,20-25,Y,2.0,3,1,11-20,3263.967213114754
565,20-25,Y,2.0,3,1,21-40,3093.75
566,20-25,Y,2.0,3,1,41+,3255.15
567,20-25,Y,2.0,3,1,5-10,3148.657894736842
568,20-25,Y,2.0,3,1,<5,3335.8048780487807
569,20-25,Y,2.0,3,1,none,3207.1026038437694
570,20-25,Y,2.0,3,2,11-20,3148.5480059084193
571,20-25,Y,2.0,3,2,21-40,3151.2355555555555
572,20-25,Y,2.0,3,2,41+,3169.6388888888887
573,20-25,Y,2.0,3,2,5-10,3140.435132032147
574,20-25,Y,2.0,3,2,<5,3145.445390070922
575,20-25,Y,2.0,3,2,none,3166.1254756871035
576,20-25,Y,2.0,3,3,11-20,3161.7605327534657
577,20-25,Y,2.0,3,3,21-40,3090.095394736842
578,20-25,Y,2.0,3,3,41+,3166.965206185567
579,20-25,Y,2.0,3,3,5-10,3159.139814097599
580,20-25,Y,2.0,3,3,<5,3164.9877049180327
581,20-25,Y,2.0,3,3,none,3177.637613588876
582,20-25,Y,2.0,3,4,11-20,3170.81328545781
583,20-25,Y,2.0,3,4,21-40,3159.1573033707864
584,20-25,Y,2.0,3,4,41+,3151.2380952380954
585,20-25,Y,2.0,3,4,5-10,3188.299155609168
586,20-25,Y,2.0,3,4,<5,3216.685082872928
587,20-25,Y,2.0,3,4,none,3193.6441812053927
588,20-25,Y,2.0,3,5,11-20,3153.0636363636363
589,20-25,Y,2.0,3,5,21-40,3246.0833333333335
590,20-25,Y,2.0,3,5,41+,3320.72
591,20-25,Y,2.0,3,5,5-10,3190.2114285714288
592,20-25,Y,2.0,3,5,<5,3156.159420289855
593,20-25,Y,2.0,3,5,none,3228.332185886403
594,20-25,Y,2.0,3,6,11-20,3075.0697674418607
595,20-25,Y,2.0,3,6,21-40,3325.3333333333335
596,20-25,Y,2.0,3,6,41+,3209.0625
597,20-25,Y,2.0,3,6,5-10,3306.65625
598,20-25,Y,2.0,3,6,<5,3128.28
599,20-25,Y,2.0,3,6,none,3224.8991950939057
600,20-25,Y,2.0,3,7,11-20,3572.25
601,20-25,Y,2.0,3,7,5-10,3163.75
602,20-25,Y,2.0,3,7,<5,3316.5
603,20-25,Y,2.0,3,7,none,3187.1336405529955
604,20-25,Y,2.0,3,8,11-20,3260.0
605,20-25,Y,2.0,3,8,5-10,2100.0
606,20-25,Y,2.0,3,8,none,3249.4117647058824
607,20-25,Y,2.0,3,9,11-20,3171.846975088968
608,20-25,Y,2.0,3,9,21-40,3083.8846153846152
609,20-25,Y,2.0,3,9,41+,3144.3536585365855
610,20-25,Y,2.0,3,9,5-10,3201.1370558375634
611,20-25,Y,2.0,3,9,<5,3232.8932584269664
612,20-25,Y,2.0,3,9,none,3181.0297566695986
613,20-25,Y,2.0,4,1,11-20,3518.818181818182
614,20-25,Y,2.0,4,1,21-40,3286.0
615,20-25,Y,2.0,4,1,41+,3267.0
616,20-25,Y,2.0,4,1,5-10,3008.0
617,20-25,Y,2.0,4,1,<5,3249.0
618,20-25,Y,2.0,4,1,none,3222.2796486090774
619,20-25,Y,2.0,4,2,11-20,3099.3474320241694
620,20-25,Y,2.0,4,2,21-40,2990.0652173913045
621,20-25,Y,2.0,4,2,41+,3206.2045454545455
622,20-25,Y,2.0,4,2,5-10,3156.377551020408
623,20-25,Y,2.0,4,2,<5,3143.152380952381
624,20-25,Y,2.0,4,2,none,3182.4107077819594
625,20-25,Y,2.0,4,3,11-20,3205.383897316219
626,20-25,Y,2.0,4,3,21-40,3220.0425531914893
627,20-25,Y,2.0,4,3,41+,3204.970930232558
628,20-25,Y,2.0,4,3,5-10,3209.803006329114
629,20-25,Y,2.0,4,3,<5,3182.952086553323
630,20-25,Y,2.0,4,3,none,3197.605850755701
631,20-25,Y,2.0,4,4,11-20,3137.874316939891
632,20-25,Y,2.0,4,4,21-40,3020.820895522388
633,20-25,Y,2.0,4,4,41+,3243.4392523364486
634,20-25,Y,2.0,4,4,5-10,3207.0537313432837
635,20-25,Y,2.0,4,4,<5,3161.72987012987
636,20-25,Y,2.0,4,4,none,3216.087612756588
637,20-25,Y,2.0,4,5,11-20,3228.375
638,20-25,Y,2.0,4,5,21-40,3094.1666666666665
639,20-25,Y,2.0,4,5,41+,3144.6923076923076
640,20-25,Y,2.0,4,5,5-10,3151.064220183486
641,20-25,Y,2.0,4,5,<5,3255.179104477612
642,20-25,Y,2.0,4,5,none,3234.8450832762946
643,20-25,Y,2.0,4,6,11-20,3271.0714285714284
644,20-25,Y,2.0,4,6,21-40,2979.0
645,20-25,Y,2.0,4,6,41+,3097.3333333333335
646,20-25,Y,2.0,4,6,5-10,3186.529411764706
647,20-25,Y,2.0,4,6,<5,3152.15625
648,20-25,Y,2.0,4,6,none,3252.854867256637
649,20-25,Y,2.0,4,7,11-20,3080.0
650,20-25,Y,2.0,4,7,41+,3657.0
651,20-25,Y,2.0,4,7,5-10,3512.0
652,20-25,Y,2.0,4,7,<5,3725.6666666666665
653,20-25,Y,2.0,4,7,none,3177.0648464163824
654,20-25,Y,2.0,4,8,<5,3195.0
655,20-25,Y,2.0,4,8,none,3278.6103896103896
656,20-25,Y,2.0,4,9,11-20,3253.4242424242425
657,20-25,Y,2.0,4,9,21-40,3135.8
658,20-25,Y,2.0,4,9,41+,3070.4137931034484
659,20-25,Y,2.0,4,9,5-10,3211.0666666666666
660,20-25,Y,2.0,4,9,<5,3248.246153846154
661,20-25,Y,2.0,4,9,none,3209.899000344709
662,20-25,Y,2.0,5,1,11-20,3350.0
663,20-25,Y,2.0,5,1,41+,3260.0
664,20-25,Y,2.0,5,1,5-10,3577.0
665,20-25,Y,2.0,5,1,<5,3675.0
666,20-25,Y,2.0,5,1,none,3280.043010752688
667,20-25,Y,2.0,5,2,11-20,3122.8333333333335
668,20-25,Y,2.0,5,2,21-40,3445.8571428571427
669,20-25,Y,2.0,5,2,41+,3099.8
670,20-25,Y,2.0,5,2,5-10,3125.3695652173915
671,20-25,Y,2.0,5,2,<5,3270.090909090909
672,20-25,Y,2.0,5,2,none,3211.041341653666
673,20-25,Y,2.0,5,3,11-20,3205.574468085106
674,20-25,Y,2.0,5,3,21-40,3287.5833333333335
675,20-25,Y,2.0,5,3,41+,3205.0
676,20-25,Y,2.0,5,3,5-10,3207.063157894737
677,20-25,Y,2.0,5,3,<5,3164.9555555555557
678,20-25,Y,2.0,5,3,none,3225.3309007981757
679,20-25,Y,2.0,5,4,11-20,3188.8928571428573
680,20-25,Y,2.0,5,4,21-40,3177.2
681,20-25,Y,2.0,5,4,41+,2976.375
682,20-25,Y,2.0,5,4,5-10,3290.1772151898736
683,20-25,Y,2.0,5,4,<5,3393.6129032258063
684,20-25,Y,2.0,5,4,none,3236.56077170418
685,20-25,Y,2.0,5,5,11-20,3250.1
686,20-25,Y,2.0,5,5,21-40,2646.2
687,20-25,Y,2.0,5,5,41+,3317.5454545454545
688,20-25,Y,2.0,5,5,5-10,3298.483870967742
689,20-25,Y,2.0,5,5,<5,3088.214285714286
690,20-25,Y,2.0,5,5,none,3227.013592946363
691,20-25,Y,2.0,5,6,11-20,3466.25
692,20-25,Y,2.0,5,6,41+,3024.0
693,20-25,Y,2.0,5,6,5-10,3774.375
694,20-25,Y,2.0,5,6,<5,3084.1111111111113
695,20-25,Y,2.0,5,6,none,3265.1988727858293
696,20-25,Y,2.0,5,7,11-20,4230.0
697,20-25,Y,2.0,5,7,<5,3824.0
698,20-25,Y,2.0,5,7,none,3312.0495867768595
699,20-25,Y,2.0,5,8,none,3170.277777777778
700,20-25,Y,2.0,5,9,11-20,3280.3333333333335
701,20-25,Y,2.0,5,9,21-40,3147.0
702,20-25,Y,2.0,5,9,41+,3617.2
703,20-25,Y,2.0,5,9,5-10,3318.222222222222
704,20-25,Y,2.0,5,9,<5,2956.4
705,20-25,Y,2.0,5,9,none,3226.875
706,20-25,Y,2.0,6,1,5-10,2722.0
707,20-25,Y,2.0,6,1,none,3170.6017699115046
708,20-25,Y,2.0,6,2,11-20,3132.0
709,20-25,Y,2.0,6,2,41+,2790.0
710,20-25,Y,2.0,6,2,5-10,3397.375
711,20-25,Y,2.0,6,2,<5,2955.4285714285716
712,20-25,Y,2.0,6,2,none,3235.848987108656
713,20-25,Y,2.0,6,3,11-20,3199.703703703704
714,20-25,Y,2.0,6,3,21-40,3190.75
715,20-25,Y,2.0,6,3,41+,3240.25
716,20-25,Y,2.0,6,3,5-10,3150.6935483870966
717,20-25,Y,2.0,6,3,<5,3283.793103448276
718,20-25,Y,2.0,6,3,none,3229.0160489109667
719,20-25,Y,2.0,6,4,11-20,3222.3888888888887
720,20-25,Y,2.0,6,4,21-40,3371.0
721,20-25,Y,2.0,6,4,41+,3480.25
722,20-25,Y,2.0,6,4,5-10,3140.2380952380954
723,20-25,Y,2.0,6,4,<5,3237.6
724,20-25,Y,2.0,6,4,none,3224.5649131899454
725,20-25,Y,2.0,6,5,11-20,3115.0
726,20-25,Y,2.0,6,5,41+,2688.5
727,20-25,Y,2.0,6,5,5-10,3160.0
728,20-25,Y,2.0,6,5,<5,3655.0
729,20-25,Y,2.0,6,5,none,3255.039283252929
730,20-25,Y,2.0,6,6,11-20,2912.1111111111113
731,20-25,Y,2.0,6,6,41+,3027.3333333333335
732,20-25,Y,2.0,6,6,5-10,2999.5833333333335
733,20-25,Y,2.0,6,6,<5,3407.4166666666665
734,20-25,Y,2.0,6,6,none,3264.5139890395153
735,20-25,Y,2.0,6,7,5-10,3630.0
736,20-25,Y,2.0,6,7,none,3234.393548387097
737,20-25,Y,2.0,6,8,5-10,2977.0
738,20-25,Y,2.0,6,8,none,3369.5064935064934
739,20-25,Y,2.0,6,9,11-20,2890.0
740,20-25,Y,2.0,6,9,21-40,3210.0
741,20-25,Y,2.0,6,9,41+,2917.8333333333335
742,20-25,Y,2.0,6,9,5-10,3543.1666666666665
743,20-25,Y,2.0,6,9,<5,3012.8333333333335
744,20-25,Y,2.0,6,9,none,3233.794520547945
745,20-25,Y,2.0,7,1,none,3401.214285714286
746,20-25,Y,2.0,7,2,11-20,3920.0
747,20-25,Y,2.0,7,2,<5,1714.0
748,20-25,Y,2.0,7,2,none,3355.714285714286
749,20-25,Y,2.0,7,3,11-20,3345.5
750,20-25,Y,2.0,7,3,41+,3465.0
751,20-25,Y,2.0,7,3,5-10,3652.0
752,20-25,Y,2.0,7,3,<5,2960.0
753,20-25,Y,2.0,7,3,none,3227.4330218068535
754,20-25,Y,2.0,7,4,41+,3139.5
755,20-25,Y,2.0,7,4,5-10,3030.0
756,20-25,Y,2.0,7,4,<5,2988.0
757,20-25,Y,2.0,7,4,none,3228.2544169611306
758,20-25,Y,2.0,7,5,41+,2112.0
759,20-25,Y,2.0,7,5,none,3206.309734513274
760,20-25,Y,2.0,7,6,41+,3162.0
761,20-25,Y,2.0,7,6,5-10,2735.0
762,20-25,Y,2.0,7,6,none,3295.9491525423728
763,20-25,Y,2.0,7,7,41+,1650.0
764,20-25,Y,2.0,7,7,none,3292.8333333333335
765,20-25,Y,2.0,7,8,none,3316.6666666666665
766,20-25,Y,2.0,7,9,41+,2780.0
767,20-25,Y,2.0,7,9,<5,3255.0
768,20-25,Y,2.0,7,9,none,3046.5853658536585
769,20-25,Y,2.0,8,1,none,2660.0
770,20-25,Y,2.0,8,2,5-10,3830.0
771,20-25,Y,2.0,8,2,none,3267.8571428571427
772,20-25,Y,2.0,8,3,none,3184.0454545454545
773,20-25,Y,2.0,8,4,none,3154.2608695652175
774,20-25,Y,2.0,8,5,none,3540.0
775,20-25,Y,2.0,8,6,none,2848.1666666666665
776,20-25,Y,2.0,8,7,none,3861.0
777,20-25,Y,2.0,8,8,none,3137.3076923076924
778,20-25,Y,2.0,8,9,none,2921.25
779,20-25,Y,2.0,9,1,41+,3072.5
780,20-25,Y,2.0,9,1,<5,2892.0
781,20-25,Y,2.0,9,1,none,3177.95
782,20-25,Y,2.0,9,2,11-20,3743.0
783,20-25,Y,2.0,9,2,41+,2818.4
784,20-25,Y,2.0,9,2,5-10,2554.0
785,20-25,Y,2.0,9,2,none,3181.6625766871166
786,20-25,Y,2.0,9,3,11-20,2940.8333333333335
787,20-25,Y,2.0,9,3,21-40,3283.25
788,20-25,Y,2.0,9,3,41+,3025.4444444444443
789,20-25,Y,2.0,9,3,5-10,2795.0
790,20-25,Y,2.0,9,3,<5,3453.222222222222
791,20-25,Y,2.0,9,3,none,3177.061170212766
792,20-25,Y,2.0,9,4,11-20,3265.0
793,20-25,Y,2.0,9,4,41+,3354.0
794,20-25,Y,2.0,9,4,<5,1922.5
795,20-25,Y,2.0,9,4,none,3287.8285714285716
796,20-25,Y,2.0,9,5,41+,3205.0
797,20-25,Y,2.0,9,5,5-10,3550.0
798,20-25,Y,2.0,9,5,none,3122.0344827586205
799,20-25,Y,2.0,9,6,41+,860.0
800,20-25,Y,2.0,9,6,<5,2710.0
801,20-25,Y,2.0,9,6,none,3310.535714285714
802,20-25,Y,2.0,9,7,<5,2552.0
803,20-25,Y,2.0,9,7,none,3505.0
804,20-25,Y,2.0,9,8,none,3640.0
805,20-25,Y,2.0,9,9,11-20,2897.2727272727275
806,20-25,Y,2.0,9,9,21-40,4170.0
807,20-25,Y,2.0,9,9,41+,3119.415254237288
808,20-25,Y,2.0,9,9,5-10,2965.6
809,20-25,Y,2.0,9,9,<5,3138.266666666667
810,20-25,Y,2.0,9,9,none,3165.585690515807
811,26-30,N,2.0,1,1,none,3266.703703703704
812,26-30,N,2.0,1,2,none,3127.8333333333335
813,26-30,N,2.0,1,3,21-40,2517.0
814,26-30,N,2.0,1,3,<5,1999.0
815,26-30,N,2.0,1,3,none,3226.875
816,26-30,N,2.0,1,4,none,2852.0
817,26-30,N,2.0,1,9,11-20,2917.1833333333334
818,26-30,N,2.0,1,9,21-40,2882.1304347826085
819,26-30,N,2.0,1,9,41+,2928.9411764705883
820,26-30,N,2.0,1,9,5-10,2908.9666666666667
821,26-30,N,2.0,1,9,<5,2878.6511627906975
822,26-30,N,2.0,1,9,none,3173.630490956072
823,26-30,N,2.0,2,1,11-20,2892.0
824,26-30,N,2.0,2,1,5-10,3044.0
825,26-30,N,2.0,2,1,<5,2656.0
826,26-30,N,2.0,2,1,none,3166.1666666666665
827,26-30,N,2.0,2,2,11-20,3008.0
828,26-30,N,2.0,2,2,5-10,2969.75
829,26-30,N,2.0,2,2,none,3309.531914893617
830,26-30,N,2.0,2,3,11-20,3145.5555555555557
831,26-30,N,2.0,2,3,5-10,2962.8888888888887
832,26-30,N,2.0,2,3,<5,2453.75
833,26-30,N,2.0,2,3,none,3168.127659574468
834,26-30,N,2.0,2,4,11-20,2999.0
835,26-30,N,2.0,2,4,5-10,2934.0
836,26-30,N,2.0,2,4,none,3197.0
837,26-30,N,2.0,2,5,5-10,3080.0
838,26-30,N,2.0,2,5,none,3451.0
839,26-30,N,2.0,2,6,none,3825.5
840,26-30,N,2.0,2,9,11-20,2975.4191394658756
841,26-30,N,2.0,2,9,21-40,2907.2023346303504
842,26-30,N,2.0,2,9,41+,2981.0765550239234
843,26-30,N,2.0,2,9,5-10,2960.227533460803
844,26-30,N,2.0,2,9,<5,2951.8846153846152
845,26-30,N,2.0,2,9,none,3094.265902449989
846,26-30,N,2.0,3,1,11-20,1790.0
847,26-30,N,2.0,3,1,<5,3535.0
848,26-30,N,2.0,3,1,none,3365.8
849,26-30,N,2.0,3,2,11-20,3258.1666666666665
850,26-30,N,2.0,3,2,21-40,2706.6666666666665
851,26-30,N,2.0,3,2,41+,3912.0
852,26-30,N,2.0,3,2,5-10,3553.4285714285716
853,26-30,N,2.0,3,2,<5,3290.0
854,26-30,N,2.0,3,2,none,3174.072463768116
855,26-30,N,2.0,3,3,11-20,3135.8823529411766
856,26-30,N,2.0,3,3,21-40,2537.6666666666665
857,26-30,N,2.0,3,3,41+,3276.0
858,26-30,N,2.0,3,3,5-10,3112.904761904762
859,26-30,N,2.0,3,3,<5,2831.1
860,26-30,N,2.0,3,3,none,3255.0662020905925
861,26-30,N,2.0,3,4,11-20,2516.375
862,26-30,N,2.0,3,4,21-40,3373.0
863,26-30,N,2.0,3,4,5-10,3440.0
864,26-30,N,2.0,3,4,<5,3039.0
865,26-30,N,2.0,3,4,none,3252.6666666666665
866,26-30,N,2.0,3,5,11-20,3195.0
867,26-30,N,2.0,3,5,5-10,3730.0
868,26-30,N,2.0,3,5,none,3189.0833333333335
869,26-30,N,2.0,3,6,5-10,2595.0
870,26-30,N,2.0,3,6,none,3291.214285714286
871,26-30,N,2.0,3,7,none,4100.0
872,26-30,N,2.0,3,8,none,3002.6666666666665
873,26-30,N,2.0,3,9,11-20,3023.224608663997
874,26-30,N,2.0,3,9,21-40,3044.326968973747
875,26-30,N,2.0,3,9,41+,3021.8051391862955
876,26-30,N,2.0,3,9,5-10,3017.665183867141
877,26-30,N,2.0,3,9,<5,3033.718480138169
878,26-30,N,2.0,3,9,none,3098.3941653371535
879,26-30,N,2.0,4,1,11-20,4250.0
880,26-30,N,2.0,4,1,21-40,2523.0
881,26-30,N,2.0,4,1,5-10,2693.0
882,26-30,N,2.0,4,1,none,2997.6666666666665
883,26-30,N,2.0,4,2,11-20,2769.0
884,26-30,N,2.0,4,2,5-10,2882.3333333333335
885,26-30,N,2.0,4,2,<5,3499.5
886,26-30,N,2.0,4,2,none,3311.222222222222
887,26-30,N,2.0,4,3,11-20,2686.0666666666666
888,26-30,N,2.0,4,3,21-40,4039.5
889,26-30,N,2.0,4,3,5-10,2872.4444444444443
890,26-30,N,2.0,4,3,<5,3229.777777777778
891,26-30,N,2.0,4,3,none,3255.046875
892,26-30,N,2.0,4,4,11-20,3456.714285714286
893,26-30,N,2.0,4,4,21-40,3544.0
894,26-30,N,2.0,4,4,5-10,3329.3333333333335
895,26-30,N,2.0,4,4,<5,3575.0
896,26-30,N,2.0,4,4,none,3134.212121212121
897,26-30,N,2.0,4,5,5-10,2820.0
898,26-30,N,2.0,4,5,none,3495.086956521739
899,26-30,N,2.0,4,6,5-10,3238.5
900,26-30,N,2.0,4,6,none,3437.535714285714
901,26-30,N,2.0,4,7,none,3074.4
902,26-30,N,2.0,4,8,none,3770.0
903,26-30,N,2.0,4,9,11-20,3035.1734234234236
904,26-30,N,2.0,4,9,21-40,2970.6175115207375
905,26-30,N,2.0,4,9,41+,3126.859090909091
906,26-30,N,2.0,4,9,5-10,3080.237980769231
907,26-30,N,2.0,4,9,<5,3064.978593272171
908,26-30,N,2.0,4,9,none,3133.3319738532878
909,26-30,N,2.0,5,1,none,3238.0
910,26-30,N,2.0,5,2,5-10,3997.0
911,26-30,N,2.0,5,2,none,3222.1
912,26-30,N,2.0,5,3,11-20,3140.2
913,26-30,N,2.0,5,3,21-40,3870.0
914,26-30,N,2.0,5,3,5-10,2776.6666666666665
915,26-30,N,2.0,5,3,<5,3380.0
916,26-30,N,2.0,5,3,none,3166.5675675675675
917,26-30,N,2.0,5,4,11-20,2677.5
918,26-30,N,2.0,5,4,5-10,3074.5
919,26-30,N,2.0,5,4,none,3184.4594594594596
920,26-30,N,2.0,5,5,5-10,3565.0
921,26-30,N,2.0,5,5,none,3114.44
922,26-30,N,2.0,5,6,none,3310.1176470588234
923,26-30,N,2.0,5,7,none,3517.0
924,26-30,N,2.0,5,8,none,3570.0
925,26-30,N,2.0,5,9,11-20,3142.417525773196
926,26-30,N,2.0,5,9,21-40,3191.285714285714
927,26-30,N,2.0,5,9,41+,3161.340909090909
928,26-30,N,2.0,5,9,5-10,3095.3468634686346
929,26-30,N,2.0,5,9,<5,3100.16
930,26-30,N,2.0,5,9,none,3169.8645016797313
931,26-30,N,2.0,6,1,none,2618.3333333333335
932,26-30,N,2.0,6,2,none,2969.875
933,26-30,N,2.0,6,3,11-20,2580.0
934,26-30,N,2.0,6,3,5-10,3181.6666666666665
935,26-30,N,2.0,6,3,none,3265.0714285714284
936,26-30,N,2.0,6,4,11-20,2750.0
937,26-30,N,2.0,6,4,5-10,3351.0
938,26-30,N,2.0,6,4,<5,4100.0
939,26-30,N,2.0,6,4,none,3198.0967741935483
940,26-30,N,2.0,6,5,11-20,3509.0
941,26-30,N,2.0,6,5,none,3357.5333333333333
942,26-30,N,2.0,6,6,none,3255.90625
943,26-30,N,2.0,6,7,41+,2570.0
944,26-30,N,2.0,6,7,none,3384.2
945,26-30,N,2.0,6,8,none,3162.6666666666665
946,26-30,N,2.0,6,9,11-20,2910.2978723404253
947,26-30,N,2.0,6,9,21-40,3110.2
948,26-30,N,2.0,6,9,41+,3398.75
949,26-30,N,2.0,6,9,5-10,3107.0823529411764
950,26-30,N,2.0,6,9,<5,3033.2391304347825
951,26-30,N,2.0,6,9,none,3174.2652388797364
952,26-30,N,2.0,7,3,none,3252.5333333333333
953,26-30,N,2.0,7,4,none,3646.6363636363635
954,26-30,N,2.0,7,5,none,3128.0
955,26-30,N,2.0,7,6,none,3281.8571428571427
956,26-30,N,2.0,7,7,none,3353.0
957,26-30,N,2.0,7,8,none,3600.0
958,26-30,N,2.0,7,9,11-20,3433.3333333333335
959,26-30,N,2.0,7,9,21-40,3203.5
960,26-30,N,2.0,7,9,41+,3383.3333333333335
961,26-30,N,2.0,7,9,5-10,2992.7
962,26-30,N,2.0,7,9,<5,2947.8333333333335
963,26-30,N,2.0,7,9,none,3208.8910052910055
964,26-30,N,2.0,8,6,none,3575.0
965,26-30,N,2.0,8,7,none,3030.0
966,26-30,N,2.0,8,9,11-20,2655.0
967,26-30,N,2.0,8,9,5-10,2687.6666666666665
968,26-30,N,2.0,8,9,<5,3912.0
969,26-30,N,2.0,8,9,none,3330.920353982301
970,26-30,N,2.0,9,1,none,4337.0
971,26-30,N,2.0,9,2,11-20,1760.0
972,26-30,N,2.0,9,2,none,2665.0
973,26-30,N,2.0,9,3,41+,3010.0
974,26-30,N,2.0,9,3,5-10,3040.0
975,26-30,N,2.0,9,3,<5,2778.0
976,26-30,N,2.0,9,3,none,3535.0
977,26-30,N,2.0,9,4,11-20,3485.0
978,26-30,N,2.0,9,4,41+,3050.0
979,26-30,N,2.0,9,4,none,3697.0
980,26-30,N,2.0,9,5,5-10,3055.0
981,26-30,N,2.0,9,6,none,3371.0
982,26-30,N,2.0,9,9,11-20,2945.6
983,26-30,N,2.0,9,9,21-40,3305.0
984,26-30,N,2.0,9,9,41+,3215.7196652719667
985,26-30,N,2.0,9,9,5-10,3010.183673469388
986,26-30,N,2.0,9,9,<5,3111.029411764706
987,26-30,N,2.0,9,9,none,2989.8991683991685
988,26-30,X,1.0,1,1,11-20,2845.3125
989,26-30,X,1.0,1,1,21-40,3298.0
990,26-30,X,1.0,1,1,41+,3496.3478260869565
991,26-30,X,1.0,1,1,5-10,2886.6136363636365
992,26-30,X,1.0,1,1,<5,3286.1111111111113
993,26-30,X,1.0,1,1,none,3376.2245976741456
994,26-30,X,1.0,1,2,11-20,2913.85
995,26-30,X,1.0,1,2,41+,3025.125
996,26-30,X,1.0,1,2,5-10,2956.7272727272725
997,26-30,X,1.0,1,2,<5,3494.8
998,26-30,X,1.0,1,2,none,3276.5823575331774
999,26-30,X,1.0,1,3,11-20,3037.0666666666666
1000,26-30,X,1.0,1,3,21-40,3126.8571428571427
1001,26-30,X,1.0,1,3,41+,3171.1
1002,26-30,X,1.0,1,3,5-10,3029.3571428571427
1003,26-30,X,1.0,1,3,<5,3249.1428571428573
1004,26-30,X,1.0,1,3,none,3267.849677881174
1005,26-30,X,1.0,1,4,11-20,3143.75
1006,26-30,X,1.0,1,4,41+,3296.75
1007,26-30,X,1.0,1,4,5-10,2622.0
1008,26-30,X,1.0,1,4,<5,2305.0
1009,26-30,X,1.0,1,4,none,3257.482051282051
1010,26-30,X,1.0,1,5,11-20,3563.0
1011,26-30,X,1.0,1,5,21-40,3969.0
1012,26-30,X,1.0,1,5,41+,3884.0
1013,26-30,X,1.0,1,5,5-10,3335.6666666666665
1014,26-30,X,1.0,1,5,none,3275.2462686567164
1015,26-30,X,1.0,1,6,41+,3910.0
1016,26-30,X,1.0,1,6,5-10,3820.0
1017,26-30,X,1.0,1,6,none,3293.3085501858736
1018,26-30,X,1.0,1,7,none,3342.7301587301586
1019,26-30,X,1.0,1,8,none,3467.0
1020,26-30,X,1.0,1,9,11-20,2852.5555555555557
1021,26-30,X,1.0,1,9,21-40,3057.8
1022,26-30,X,1.0,1,9,41+,3070.3333333333335
1023,26-30,X,1.0,1,9,5-10,2952.705882352941
1024,26-30,X,1.0,1,9,<5,3570.0
1025,26-30,X,1.0,1,9,none,3263.6332288401254
1026,26-30,X,1.0,2,1,11-20,2818.1111111111113
1027,26-30,X,1.0,2,1,21-40,3096.6666666666665
1028,26-30,X,1.0,2,1,41+,3764.0
1029,26-30,X,1.0,2,1,5-10,3071.3076923076924
1030,26-30,X,1.0,2,1,<5,3159.1428571428573
1031,26-30,X,1.0,2,1,none,3292.9130211013894
1032,26-30,X,1.0,2,2,11-20,3043.943661971831
1033,26-30,X,1.0,2,2,21-40,3027.568181818182
1034,26-30,X,1.0,2,2,41+,3257.810810810811
1035,26-30,X,1.0,2,2,5-10,3122.564393939394
1036,26-30,X,1.0,2,2,<5,3110.3142857142857
1037,26-30,X,1.0,2,2,none,3269.7800938707896
1038,26-30,X,1.0,2,3,11-20,3032.0826210826212
1039,26-30,X,1.0,2,3,21-40,3104.9180327868853
1040,26-30,X,1.0,2,3,41+,3156.0
1041,26-30,X,1.0,2,3,5-10,3147.7434679334915
1042,26-30,X,1.0,2,3,<5,3099.8217821782177
1043,26-30,X,1.0,2,3,none,3249.4983967935873
1044,26-30,X,1.0,2,4,11-20,3061.6703296703295
1045,26-30,X,1.0,2,4,21-40,2912.0
1046,26-30,X,1.0,2,4,41+,3105.0
1047,26-30,X,1.0,2,4,5-10,3114.172727272727
1048,26-30,X,1.0,2,4,<5,3145.782608695652
1049,26-30,X,1.0,2,4,none,3287.6187702265374
1050,26-30,X,1.0,2,5,11-20,3230.1052631578946
